epoch,http_code,time_total_s
1784818225,200,0.173411
1784818226,200,0.845391
1784818228,200,3.048981
1784818232,200,0.306214
1784818233,200,2.573415
1784818237,200,0.093296
1784818238,200,0.093997
1784818239,200,0.097653
1784818240,200,0.094578
1784818241,000,4.003008000,4.0
1784818246,200,1.135316
1784818248,200,0.764892
1784818250,200,0.194510
1784818251,200,0.132558
1784818252,200,0.103938
1784818253,200,0.167974
1784818255,200,0.175070
1784818256,200,0.129456
1784818257,200,0.225565
1784818258,200,0.151811
1784818259,200,0.193311
1784818261,200,0.252300
1784818262,200,0.192223
1784818263,200,0.198746
1784818264,200,0.198898
1784818265,200,0.150814
1784818267,200,0.141451
1784818268,200,0.123651
1784818269,200,0.114831
1784818270,200,0.142513
1784818271,200,0.183759
1784818272,200,0.161709
1784818274,200,0.212180
1784818275,200,0.158044
1784818276,200,0.150880
1784818277,200,0.233855
1784818278,200,0.163849
1784818280,200,0.114399
1784818281,200,0.155875
1784818282,200,0.160508
1784818283,200,0.190165
1784818284,200,0.142089
1784818285,200,0.161899
1784818287,200,0.169289
1784818288,200,0.177710
1784818289,200,0.126649
1784818290,200,0.186798
1784818291,200,0.260772
1784818293,200,0.194249
1784818294,200,0.192788
1784818295,200,0.209123
1784818296,200,0.129443
1784818297,200,0.271262
1784818299,200,0.171522
1784818300,200,0.142891
1784818301,200,0.170475
1784818302,200,0.127925
1784818303,200,0.257676
1784818305,200,0.172576
1784818306,200,0.212242
1784818307,200,0.194121
1784818308,200,0.186213
1784818309,200,0.208719
1784818311,200,0.293366
1784818312,200,0.223154
1784818313,200,0.164216
1784818314,200,0.187112
1784818316,200,0.098409
1784818317,200,0.127222
1784818318,200,0.146090
1784818319,200,0.290097
1784818320,200,0.168665
1784818322,200,0.218471
1784818323,200,0.229154
1784818324,200,0.216150
1784818325,200,0.164756
1784818326,200,0.226891
1784818328,200,1.210925
1784818330,200,1.205100
1784818332,200,0.098695
1784818333,200,0.105057
1784818334,200,0.096909
1784818335,200,0.094429
1784818337,200,3.183542
1784818341,200,1.785507
1784818344,200,0.683386
1784818345,200,0.118836
1784818346,200,0.129044
1784818348,200,0.117928
1784818349,200,0.089805
1784818350,200,0.110035
1784818351,200,0.113302
1784818352,200,0.091573
1784818353,200,0.093680
1784818354,200,0.091822
1784818355,200,0.086916
1784818357,200,0.087806
1784818358,200,0.091231
1784818359,200,0.090667
1784818360,200,0.089630
1784818361,200,0.092501
1784818362,200,0.088084
1784818363,200,0.092595
1784818364,200,0.090022
1784818365,200,0.092424
