poll_index,http_status,elapsed_s,error
250,200,0.121,
251,200,0.171,
252,200,0.336,
253,200,0.106,
254,200,0.101,
255,200,0.101,
256,200,0.100,
257,200,0.104,
258,200,0.100,
259,200,0.116,
260,200,0.105,
261,200,0.102,
262,200,0.100,
263,200,0.101,
264,200,0.101,
265,200,0.100,
266,200,0.104,
267,200,0.101,
268,200,0.100,
269,200,0.101,
270,200,0.103,
271,200,0.188,
272,200,0.098,
273,200,0.105,
274,200,0.097,
275,200,0.603,
276,200,0.118,
277,200,0.116,
278,200,0.191,
279,200,0.149,
280,200,0.155,
281,200,0.147,
282,200,0.413,
283,200,0.382,
284,200,0.150,
285,200,0.228,
286,200,0.130,
287,200,0.121,
288,200,0.106,
289,200,0.405,
290,200,0.100,
291,200,0.135,
292,200,0.128,
293,200,0.160,
294,200,0.522,
295,200,0.309,
296,200,0.337,
297,200,0.127,
298,200,0.103,
299,200,0.250,
300,200,0.099,
301,200,0.280,
302,200,0.145,
303,200,0.157,
304,200,0.626,
305,200,0.106,
306,200,0.158,
307,200,0.169,
308,200,0.144,
309,200,0.158,
310,200,0.137,
311,200,0.127,
312,200,0.108,
313,200,0.134,
314,200,0.242,
315,200,0.372,
316,200,0.403,
317,200,0.243,
318,200,0.847,
319,200,0.249,
320,200,0.231,
321,200,0.332,
322,200,0.302,
323,200,0.275,
324,200,0.144,
325,200,0.281,
326,200,0.338,
327,200,0.227,
328,200,0.344,
329,200,0.302,
330,200,0.699,
331,200,0.667,
332,200,0.351,
333,200,0.908,
334,200,0.882,
335,200,0.876,
336,200,0.985,
337,200,0.685,
338,200,0.140,
339,200,0.208,
340,200,0.239,
341,200,0.152,
342,200,0.218,
343,200,0.400,
344,200,1.011,
345,200,0.295,
346,200,0.395,
347,200,0.306,
348,200,0.281,
349,200,0.340,
350,200,0.576,
351,200,0.280,
352,200,0.343,
353,200,0.823,
354,200,0.297,
355,200,0.186,
356,200,0.292,
357,200,0.202,
358,200,1.155,
359,200,0.305,
360,200,0.099,
361,200,0.175,
362,200,0.223,
363,200,0.278,
364,200,0.269,
365,200,0.212,
366,200,0.264,
367,200,0.237,
368,200,0.379,
369,200,0.310,
370,200,0.313,
371,200,0.311,
372,200,0.352,
373,200,0.265,
374,200,0.344,
375,200,0.176,
376,200,0.261,
377,200,0.160,
378,200,9.724,
379,200,1.797,
380,200,0.104,
381,200,0.100,
382,200,0.101,
383,200,0.160,
384,200,0.115,
385,200,0.175,
386,200,0.125,
387,200,0.123,
388,200,0.148,
389,200,0.128,
390,200,0.135,
391,200,0.099,
392,200,0.271,
393,200,0.150,
394,200,0.150,
395,200,0.162,
396,200,0.145,
397,200,0.208,
398,200,0.166,
399,200,0.103,
400,200,0.123,
401,200,0.172,
402,200,0.176,
403,200,0.393,
404,200,0.097,
405,200,0.190,
406,200,0.135,
407,200,0.512,
408,200,0.112,
409,200,0.103,
410,200,0.274,
411,200,0.487,
412,200,0.147,
413,200,0.117,
414,200,0.224,
415,200,0.237,
416,200,0.098,
417,200,0.114,
418,200,0.144,
419,200,0.164,
420,200,0.246,
421,200,0.134,
422,200,0.128,
423,200,0.175,
424,200,0.213,
425,200,0.251,
426,200,0.148,
427,200,0.142,
428,200,0.191,
429,200,0.191,
430,200,0.120,
431,200,0.213,
432,200,0.174,
433,200,0.102,
434,200,0.100,
435,200,0.102,
436,200,0.179,
437,200,0.107,
438,200,0.106,
439,200,0.104,
440,200,0.177,
441,200,0.108,
442,200,0.102,
443,200,0.099,
444,200,0.099,
445,200,0.112,
446,200,0.124,
447,200,0.160,
448,200,0.232,
449,200,0.103,
450,200,0.179,
451,200,0.183,
452,200,0.106,
453,200,0.101,
454,200,0.109,
455,200,0.212,
456,200,1.484,
457,200,0.120,
458,200,0.097,
459,200,0.212,
