poll_index,http_status,elapsed_s,error
258,200,0.122,
259,200,0.127,
260,200,0.042,
261,200,0.104,
262,200,0.091,
263,200,0.034,
264,200,0.015,
265,200,0.034,
266,200,0.084,
267,200,0.016,
268,200,0.020,
269,200,0.016,
270,200,0.077,
271,200,0.009,
272,200,0.017,
273,200,0.019,
274,200,0.030,
275,200,0.018,
276,200,0.030,
277,200,0.025,
278,200,0.012,
279,200,0.011,
280,200,0.007,
281,200,0.013,
282,200,0.039,
283,200,0.015,
284,200,0.010,
285,200,0.012,
286,200,0.012,
287,200,0.007,
288,200,0.014,
289,200,0.121,
290,200,0.079,
291,200,0.009,
292,200,0.009,
293,200,0.118,
294,200,0.028,
295,200,0.008,
296,200,0.030,
297,200,0.026,
298,200,0.010,
299,200,0.011,
300,200,0.010,
301,200,0.387,
302,200,0.060,
303,200,0.010,
304,200,0.010,
305,200,0.017,
306,200,0.009,
307,200,0.011,
308,200,0.014,
309,200,0.014,
310,200,0.008,
311,200,0.011,
312,200,0.010,
313,200,0.010,
314,200,0.101,
315,200,0.120,
316,200,0.013,
317,200,0.089,
318,200,0.149,
319,200,0.120,
320,200,0.021,
321,200,0.199,
322,200,0.197,
323,200,0.049,
324,200,0.268,
325,200,0.102,
326,200,0.088,
327,200,0.008,
328,200,0.009,
329,200,0.132,
330,200,0.010,
331,200,0.091,
332,200,0.092,
333,200,0.066,
334,200,0.018,
335,200,0.055,
336,200,0.037,
337,200,0.097,
338,200,0.074,
339,200,0.152,
340,200,0.047,
341,200,0.017,
342,200,0.086,
343,200,0.099,
344,200,0.015,
345,200,0.011,
346,200,0.090,
347,200,0.149,
348,200,0.038,
349,200,0.145,
350,200,0.010,
351,200,0.011,
352,200,0.054,
353,200,0.126,
354,200,0.082,
355,200,0.080,
356,200,0.034,
357,200,0.084,
358,200,0.122,
359,200,0.011,
360,200,0.110,
361,200,0.117,
362,200,0.133,
363,200,0.107,
364,200,0.008,
365,200,0.075,
366,200,0.013,
367,200,0.010,
368,200,0.102,
369,200,0.071,
370,200,0.096,
371,200,0.023,
372,200,0.110,
373,200,0.011,
374,200,0.008,
375,200,0.011,
376,200,0.014,
377,200,0.206,
378,200,0.140,
379,200,0.111,
380,200,0.263,
381,200,0.199,
382,200,0.109,
383,200,0.011,
384,200,0.010,
385,200,0.012,
386,200,0.135,
387,200,0.011,
388,200,0.010,
389,200,0.016,
390,200,0.013,
391,200,0.104,
392,200,0.110,
393,200,0.011,
394,200,0.015,
395,200,0.150,
396,200,0.073,
397,200,0.155,
398,200,0.008,
399,200,0.007,
400,200,0.008,
401,200,0.077,
402,200,0.013,
403,200,0.073,
404,200,0.056,
405,200,0.043,
406,200,0.012,
407,200,0.016,
408,200,0.010,
409,200,0.012,
410,200,0.195,
411,200,0.153,
412,200,0.009,
413,200,0.010,
414,200,0.009,
415,200,0.031,
416,200,0.122,
417,200,0.144,
418,200,0.009,
419,200,0.100,
420,200,0.143,
421,200,0.010,
422,200,0.011,
423,200,0.090,
424,200,0.011,
425,200,0.137,
426,200,0.011,
427,200,0.074,
428,200,0.113,
429,200,0.144,
430,200,0.038,
431,200,0.007,
432,200,0.015,
433,200,0.043,
434,200,0.116,
435,200,0.009,
436,200,0.079,
437,200,0.061,
438,200,0.176,
439,200,0.042,
440,200,0.065,
441,200,0.054,
442,200,0.075,
443,200,0.116,
444,200,0.035,
445,200,0.177,
446,200,0.122,
447,200,0.010,
448,200,0.147,
449,200,0.240,
450,200,0.113,
451,200,0.158,
452,200,0.122,
453,200,0.013,
454,200,0.057,
455,200,0.008,
456,200,0.103,
457,200,0.223,
458,200,0.147,
459,200,0.083,
460,200,0.315,
461,200,0.132,
462,200,0.104,
463,200,0.214,
464,200,0.012,
465,200,0.093,
466,200,0.104,
467,200,0.042,
468,200,0.135,
469,200,0.012,
470,200,0.290,
471,200,0.097,
472,200,0.130,
473,200,0.114,
474,200,0.150,
475,200,0.010,
476,200,0.184,
477,200,0.035,
478,200,0.292,
479,200,0.012,
480,200,0.192,
481,200,0.020,
482,200,0.008,
483,200,0.094,
484,200,0.012,
485,200,0.156,
486,200,0.085,
487,200,0.010,
488,200,0.062,
489,200,0.164,
490,200,0.069,
491,200,0.187,
492,200,0.110,
493,200,0.057,
494,200,0.102,
495,200,0.179,
496,200,0.145,
497,200,0.091,
498,200,0.067,
499,200,0.063,
500,200,0.088,
501,200,0.196,
502,200,0.064,
503,200,0.178,
504,200,0.058,
505,200,0.191,
506,200,0.110,
507,200,0.146,
508,200,0.118,
509,200,0.127,
510,200,0.123,
511,200,0.009,
512,200,0.080,
513,200,0.057,
514,200,0.063,
515,200,0.080,
516,200,0.131,
517,200,0.165,
518,200,0.099,
519,200,0.112,
520,200,0.029,
521,200,0.124,
522,200,0.091,
523,200,0.036,
524,200,0.054,
525,200,0.145,
526,200,0.012,
527,200,0.009,
528,200,0.067,
529,200,0.118,
530,200,0.111,
531,200,0.175,
532,200,0.102,
533,200,0.125,
534,200,0.046,
535,200,0.135,
536,200,0.010,
537,200,0.124,
538,200,0.242,
539,200,0.157,
540,200,0.192,
541,200,0.247,
542,200,0.042,
543,200,0.101,
544,200,0.044,
545,200,0.089,
546,200,0.039,
547,200,0.103,
548,200,0.025,
549,200,0.186,
550,200,0.091,
551,200,0.241,
552,200,0.046,
553,200,0.032,
554,200,0.076,
555,200,0.009,
556,200,0.008,
557,200,0.162,
558,200,0.127,
559,200,0.107,
560,200,0.133,
561,200,0.106,
562,200,0.111,
563,200,0.217,
564,200,0.132,
565,200,0.075,
566,200,0.012,
567,200,0.046,
568,200,0.086,
569,200,0.130,
570,200,0.143,
571,200,0.115,
572,200,0.107,
573,200,0.177,
574,200,0.025,
575,200,0.031,
576,200,0.196,
577,200,0.058,
578,200,0.121,
579,200,0.007,
580,200,0.152,
581,200,0.086,
582,200,0.163,
583,200,0.078,
584,200,0.016,
585,200,0.012,
586,200,0.116,
587,200,0.026,
588,200,0.186,
589,200,0.076,
590,200,0.171,
591,200,0.184,
592,200,0.337,
593,200,0.063,
594,200,0.010,
595,200,0.066,
596,200,0.120,
597,200,0.132,
598,200,0.081,
599,200,0.011,
600,200,0.151,
601,200,0.158,
602,200,0.126,
603,200,0.118,
604,200,0.099,
605,200,0.014,
606,200,0.009,
607,200,0.095,
608,200,0.090,
609,200,0.119,
610,200,0.179,
611,200,0.165,
612,200,0.116,
613,200,0.192,
614,200,0.091,
615,200,0.011,
616,200,0.098,
617,200,0.009,
618,200,0.174,
619,200,0.008,
620,200,0.129,
621,200,0.258,
622,200,0.379,
623,200,0.236,
624,200,0.231,
625,200,0.177,
626,200,0.393,
627,200,0.184,
628,200,0.171,
629,200,0.367,
630,200,0.351,
631,200,0.146,
632,200,0.152,
633,200,0.377,
634,200,0.375,
635,200,0.285,
636,200,0.085,
637,200,0.085,
638,200,0.227,
639,200,0.218,
640,200,0.116,
641,200,0.190,
642,200,0.131,
643,200,0.187,
644,200,0.172,
645,200,0.243,
646,200,0.219,
647,200,0.094,
648,200,0.135,
649,200,0.281,
650,200,0.116,
651,200,0.384,
652,200,0.107,
653,200,0.114,
654,200,0.383,
655,200,0.306,
656,200,0.142,
657,200,0.185,
658,200,0.511,
659,200,0.215,
660,200,0.224,
661,200,0.174,
662,200,0.278,
663,200,0.116,
664,200,0.075,
665,200,0.107,
666,200,0.191,
667,200,0.023,
668,200,0.284,
669,200,0.168,
670,200,0.120,
671,200,0.223,
672,200,0.095,
673,200,0.360,
674,200,0.120,
675,200,0.144,
676,200,0.254,
677,200,0.449,
678,200,0.096,
679,200,0.466,
680,200,0.081,
681,200,0.328,
682,200,0.235,
683,200,0.133,
684,200,0.200,
685,200,0.454,
686,200,0.437,
687,200,0.120,
688,200,0.262,
689,200,0.237,
690,200,0.195,
691,200,0.208,
692,200,0.171,
693,200,0.221,
694,200,0.206,
695,200,0.154,
696,200,0.160,
697,200,0.081,
698,200,0.207,
699,200,0.117,
700,200,0.191,
701,200,0.145,
702,200,0.367,
703,200,0.391,
704,200,0.265,
705,200,0.210,
706,200,0.335,
707,200,0.466,
708,200,0.084,
709,200,0.302,
710,200,0.306,
711,200,0.109,
712,200,0.299,
713,200,0.409,
714,200,0.222,
715,200,0.137,
716,200,0.140,
717,200,0.237,
718,200,0.042,
719,200,0.323,
720,200,0.421,
721,200,0.428,
722,200,0.292,
723,200,0.364,
724,200,0.228,
725,200,0.111,
726,200,0.400,
727,200,0.210,
728,200,0.101,
729,200,0.292,
730,200,0.225,
731,200,0.539,
732,200,0.118,
733,200,0.128,
734,200,0.294,
735,200,0.218,
736,200,0.170,
737,200,0.163,
738,200,0.233,
739,200,0.194,
740,200,0.142,
741,200,0.277,
742,200,0.312,
743,200,0.154,
744,200,0.165,
745,200,0.662,
746,200,0.062,
747,200,0.240,
748,200,0.327,
749,200,0.239,
750,200,0.291,
751,200,0.214,
752,200,0.173,
753,200,0.127,
754,200,0.314,
755,200,0.260,
756,200,0.251,
757,200,0.532,
758,200,0.163,
759,200,0.331,
760,200,0.090,
761,200,0.358,
762,200,0.144,
763,200,0.143,
764,200,0.171,
765,200,0.320,
766,200,0.144,
767,200,0.286,
768,200,0.113,
769,200,0.169,
770,200,0.113,
771,200,0.206,
772,200,0.147,
773,200,0.138,
774,200,0.066,
775,200,0.364,
776,200,0.357,
777,200,0.169,
778,200,0.268,
779,200,0.233,
780,200,0.459,
781,200,0.362,
782,200,0.186,
783,200,0.110,
784,200,0.333,
785,200,0.325,
786,200,0.244,
787,200,0.239,
788,200,0.479,
789,200,0.343,
790,200,0.171,
791,200,0.199,
792,200,0.276,
793,200,0.300,
794,200,0.246,
795,200,0.162,
796,200,0.131,
797,200,0.180,
798,200,0.151,
799,200,0.214,
800,200,0.180,
801,200,0.106,
802,200,0.449,
803,200,0.161,
804,200,0.629,
805,200,0.181,
806,200,0.191,
807,200,0.184,
808,200,0.367,
809,200,0.080,
810,200,0.136,
811,200,0.116,
812,200,0.174,
813,200,0.322,
814,200,0.225,
815,200,0.204,
816,200,0.180,
817,200,0.164,
818,200,0.300,
819,200,0.078,
820,200,0.329,
821,200,0.117,
822,200,0.229,
823,200,0.238,
824,200,0.208,
825,200,0.197,
826,200,0.201,
827,200,0.177,
828,200,0.099,
829,200,0.365,
830,200,0.221,
831,200,0.678,
832,200,0.158,
833,200,0.186,
834,200,0.151,
835,200,0.508,
836,200,0.225,
837,200,0.250,
838,200,0.136,
839,200,0.196,
840,200,0.148,
841,200,0.118,
842,200,0.218,
843,200,0.231,
844,200,0.414,
845,200,0.178,
846,200,0.242,
847,200,0.152,
848,200,0.298,
849,200,0.261,
850,200,0.307,
851,200,0.187,
852,200,0.229,
853,200,0.161,
854,200,0.144,
855,200,0.044,
856,200,0.164,
857,200,0.107,
858,200,0.169,
859,200,0.072,
860,200,0.076,
861,200,0.201,
862,200,0.135,
863,200,0.189,
864,200,0.105,
865,200,0.062,
866,200,0.629,
867,200,0.135,
868,200,0.172,
869,200,0.213,
870,200,0.396,
871,200,0.215,
872,200,0.119,
873,200,0.203,
874,200,0.182,
875,200,0.216,
876,200,0.238,
877,200,0.335,
878,200,0.122,
879,200,0.166,
880,200,0.136,
881,200,0.166,
882,200,0.095,
883,200,0.109,
884,200,0.635,
885,200,0.158,
886,200,0.295,
887,200,0.156,
888,200,0.237,
889,200,0.219,
890,200,0.064,
891,200,0.156,
892,200,0.176,
893,200,0.128,
894,200,0.306,
895,200,0.186,
896,200,0.152,
897,200,0.186,
898,200,0.384,
899,200,0.201,
900,200,0.438,
901,200,0.087,
902,200,0.230,
903,200,0.262,
904,200,0.092,
905,200,0.314,
906,200,0.220,
907,200,0.121,
908,200,0.159,
909,200,0.237,
910,200,0.062,
911,200,0.131,
912,200,0.764,
913,200,0.062,
914,200,0.171,
915,200,0.205,
916,200,0.124,
917,200,0.135,
918,200,0.012,
919,200,0.024,
920,200,0.018,
921,200,0.015,
922,200,0.018,
923,200,0.020,
924,200,0.018,
925,200,0.015,
926,200,0.020,
927,200,0.011,
928,200,0.011,
929,200,0.015,
930,200,0.018,
931,200,0.012,
932,200,0.121,
933,200,0.016,
934,200,0.090,
935,200,0.108,
936,200,0.012,
937,200,0.102,
938,200,0.018,
939,200,0.014,
940,200,0.077,
941,200,0.174,
942,200,0.015,
943,200,0.018,
944,200,0.144,
945,200,0.018,
946,200,0.100,
947,200,0.051,
948,200,0.009,
949,200,0.084,
950,200,0.108,
951,200,0.010,
952,200,0.012,
953,200,0.017,
954,200,0.023,
955,200,0.018,
956,200,0.031,
957,200,0.026,
958,200,0.012,
959,200,0.102,
960,200,0.126,
961,200,0.071,
962,200,0.017,
963,200,0.016,
964,200,0.018,
965,200,0.014,
966,200,0.013,
967,200,0.023,
968,200,0.017,
969,200,0.016,
970,200,0.017,
971,200,0.016,
972,200,0.017,
973,200,0.016,
974,200,0.013,
975,200,0.100,
976,200,0.011,
977,200,0.012,
978,200,0.107,
979,200,0.021,
980,200,0.010,
981,200,0.043,
982,200,0.015,
983,200,0.017,
984,200,0.009,
985,200,0.009,
986,200,0.011,
987,200,0.009,
988,200,0.102,
989,200,0.032,
990,200,0.020,
991,200,0.095,
992,200,0.009,
993,200,0.282,
994,200,0.011,
995,200,0.008,
996,200,0.013,
997,200,0.010,
998,200,0.028,
999,200,0.017,
1000,200,0.036,
1001,200,0.048,
1002,200,0.076,
1003,200,0.017,
1004,200,0.238,
1005,200,0.049,
1006,200,0.038,
1007,200,0.018,
1008,200,0.039,
1009,200,0.011,
1010,200,0.017,
1011,200,0.013,
1012,200,0.059,
1013,200,0.140,
1014,200,0.087,
1015,200,0.078,
1016,200,0.016,
1017,200,0.101,
1018,200,0.014,
1019,200,0.130,
1020,200,0.103,
1021,200,0.024,
1022,200,0.018,
1023,200,0.132,
1024,200,0.014,
1025,200,0.076,
1026,200,0.015,
1027,200,0.010,
1028,200,0.016,
1029,200,0.017,
1030,200,0.024,
1031,200,0.079,
1032,200,0.015,
1033,200,0.018,
1034,200,0.017,
1035,200,0.112,
1036,200,0.022,
1037,200,0.017,
1038,200,0.017,
1039,200,0.014,
1040,200,0.012,
1041,200,0.017,
1042,200,0.108,
1043,200,0.009,
1044,200,0.013,
1045,200,0.014,
1046,200,0.012,
1047,200,0.021,
1048,200,0.013,
1049,200,0.098,
1050,200,0.093,
1051,200,0.038,
1052,200,0.066,
1053,200,0.032,
1054,200,0.013,
1055,200,0.013,
1056,200,0.095,
1057,200,0.024,
1058,200,0.093,
1059,200,0.049,
1060,200,0.009,
1061,200,0.009,
1062,200,0.024,
1063,200,0.012,
1064,200,0.013,
1065,200,0.040,
1066,200,0.061,
1067,200,0.048,
1068,200,0.022,
1069,200,0.063,
1070,200,0.068,
1071,200,0.049,
1072,200,0.027,
1073,200,0.061,
1074,200,0.017,
1075,200,0.022,
1076,200,0.023,
1077,200,0.112,
1078,200,0.053,
1079,200,0.045,
1080,200,0.067,
1081,200,0.031,
1082,200,0.033,
1083,200,0.009,
1084,200,0.020,
1085,200,0.078,
1086,200,0.064,
1087,200,0.076,
1088,200,0.012,
1089,200,0.053,
1090,200,0.048,
1091,200,0.043,
1092,200,0.019,
1093,200,0.092,
1094,200,0.041,
1095,200,0.065,
1096,200,0.049,
1097,200,0.055,
1098,200,0.197,
1099,200,0.024,
1100,200,0.008,
1101,200,0.228,
1102,200,0.028,
1103,200,0.010,
1104,200,0.063,
1105,200,0.012,
1106,200,0.090,
1107,200,0.036,
1108,200,0.197,
1109,200,0.058,
1110,200,0.014,
1111,200,0.156,
1112,200,0.017,
1113,200,0.013,
1114,200,0.025,
1115,200,0.025,
1116,200,0.016,
1117,200,0.026,
1118,200,0.010,
1119,200,0.018,
1120,200,0.021,
1121,200,0.016,
1122,200,0.020,
1123,200,0.017,
1124,200,0.018,
1125,200,0.020,
1126,200,0.022,
1127,200,0.027,
1128,200,0.017,
1129,200,0.019,
1130,200,0.017,
1131,200,0.016,
1132,200,0.020,
1133,200,0.018,
1134,200,0.018,
1135,200,0.160,
1136,200,0.018,
1137,200,0.291,
1138,200,0.017,
1139,200,0.014,
1140,200,0.013,
1141,200,0.019,
1142,200,0.012,
1143,200,0.010,
1144,200,0.025,
1145,200,0.017,
1146,200,0.017,
1147,200,0.111,
1148,200,0.023,
1149,200,0.016,
1150,200,0.011,
1151,200,0.017,
1152,200,0.011,
1153,200,0.010,
1154,200,0.090,
1155,200,0.009,
1156,200,0.009,
1157,200,0.011,
1158,200,0.014,
1159,200,0.009,
1160,200,0.019,
1161,200,0.015,
1162,200,0.014,
1163,200,0.014,
1164,200,0.014,
1165,200,0.012,
1166,200,0.008,
1167,200,0.015,
1168,200,0.008,
1169,200,0.007,
1170,200,0.179,
1171,200,0.013,
1172,200,0.258,
1173,200,0.012,
1174,200,0.011,
1175,200,0.107,
1176,200,0.059,
1177,200,0.013,
1178,200,0.020,
1179,200,0.021,
1180,200,0.022,
1181,200,0.017,
1182,200,0.182,
1183,200,0.013,
1184,200,0.017,
1185,200,0.012,
1186,200,0.027,
1187,200,0.018,
1188,200,0.109,
1189,200,0.021,
1190,200,0.022,
1191,200,0.018,
1192,200,0.017,
1193,200,0.063,
1194,200,0.015,
1195,200,0.010,
1196,200,0.010,
1197,200,0.088,
1198,200,0.016,
1199,200,0.015,
1200,200,0.024,
1201,200,0.011,
1202,200,0.144,
1203,200,0.093,
1204,200,0.131,
1205,200,0.017,
1206,200,0.057,
1207,200,0.112,
1208,200,0.018,
1209,200,0.015,
1210,200,0.018,
1211,200,0.018,
1212,200,0.018,
1213,200,0.011,
1214,200,0.012,
1215,200,0.011,
1216,200,0.020,
1217,200,0.020,
1218,200,0.192,
1219,200,0.071,
1220,200,0.010,
1221,200,0.044,
1222,200,0.012,
1223,200,0.016,
1224,200,0.125,
1225,200,0.014,
1226,200,0.015,
1227,200,0.279,
1228,200,0.009,
1229,200,0.009,
1230,200,0.068,
1231,200,0.007,
1232,200,0.017,
1233,200,0.012,
1234,200,0.161,
1235,200,0.132,
1236,200,0.023,
1237,200,0.019,
1238,200,0.016,
1239,200,0.269,
1240,200,0.011,
1241,200,0.083,
1242,200,0.017,
1243,200,0.018,
1244,200,0.017,
1245,200,0.010,
1246,200,0.012,
1247,200,0.011,
1248,200,0.009,
1249,200,0.013,
1250,200,0.018,
1251,200,0.025,
1252,200,0.015,
1253,200,0.021,
1254,200,0.019,
1255,200,0.017,
1256,200,0.017,
1257,200,0.012,
1258,200,0.019,
1259,200,0.022,
1260,200,0.014,
1261,200,0.017,
1262,200,0.015,
1263,200,0.149,
1264,200,0.021,
1265,200,0.017,
1266,200,0.026,
1267,200,0.013,
1268,200,0.017,
1269,200,0.020,
1270,200,0.015,
1271,200,0.016,
1272,200,0.231,
1273,200,0.018,
1274,200,0.016,
1275,200,0.021,
1276,200,0.026,
1277,200,0.190,
1278,200,0.013,
1279,200,0.147,
1280,200,0.019,
1281,200,0.103,
1282,200,0.021,
1283,200,0.020,
1284,200,0.051,
1285,200,0.015,
1286,200,0.013,
1287,200,0.013,
1288,200,0.011,
1289,200,0.114,
1290,200,0.013,
1291,200,0.010,
1292,200,0.112,
1293,200,0.016,
1294,200,0.010,
1295,200,0.011,
1296,200,0.057,
1297,200,0.101,
1298,200,0.011,
1299,200,0.015,
1300,200,0.012,
1301,200,0.013,
1302,200,0.819,
1303,200,0.009,
1304,200,0.008,
1305,200,0.009,
1306,200,0.008,
1307,200,0.013,
1308,200,0.018,
1309,200,0.043,
1310,200,0.020,
1311,200,0.022,
1312,200,0.021,
1313,200,0.020,
1314,200,0.019,
1315,200,0.015,
1316,200,0.013,
1317,200,0.017,
1318,200,0.191,
1319,200,0.013,
1320,200,0.016,
1321,200,0.258,
1322,200,0.027,
1323,200,0.015,
1324,200,0.036,
1325,200,0.012,
1326,200,0.044,
1327,200,0.014,
1328,200,0.019,
1329,200,0.163,
1330,200,0.019,
1331,200,0.015,
1332,200,0.019,
1333,200,0.021,
1334,200,0.017,
1335,200,0.016,
1336,200,0.019,
1337,200,0.017,
1338,200,0.024,
1339,200,0.017,
1340,200,0.019,
1341,200,0.019,
1342,200,0.015,
1343,200,0.017,
1344,200,0.015,
1345,200,0.017,
1346,200,0.017,
1347,200,0.020,
1348,200,0.027,
1349,200,0.014,
1350,200,0.013,
1351,200,0.015,
1352,200,0.015,
1353,200,0.012,
1354,200,0.008,
1355,200,0.011,
1356,200,0.018,
1357,200,0.014,
1358,200,0.037,
1359,200,0.018,
1360,200,0.104,
1361,200,0.011,
1362,200,0.127,
1363,200,0.014,
1364,200,0.020,
1365,200,0.014,
1366,200,0.015,
1367,200,0.017,
1368,200,0.013,
1369,200,0.016,
1370,200,0.018,
1371,200,0.119,
1372,200,0.149,
1373,200,0.018,
1374,200,0.017,
1375,200,0.018,
1376,200,0.047,
1377,200,0.016,
1378,200,0.152,
1379,200,0.017,
1380,200,0.032,
1381,200,0.056,
1382,200,0.017,
1383,200,0.019,
1384,200,0.010,
1385,200,0.015,
1386,200,0.020,
1387,200,0.237,
1388,200,0.015,
1389,200,0.037,
1390,200,0.114,
1391,200,0.017,
1392,200,0.009,
1393,200,0.018,
1394,200,0.087,
1395,200,0.016,
1396,200,0.014,
1397,200,0.020,
1398,200,0.017,
1399,200,0.079,
1400,200,0.014,
1401,200,0.016,
1402,200,0.012,
1403,200,0.013,
1404,200,0.013,
1405,200,0.014,
1406,200,0.015,
1407,200,0.065,
1408,200,0.011,
1409,200,0.009,
1410,200,0.150,
1411,200,0.070,
1412,200,0.015,
1413,200,0.016,
1414,200,0.011,
1415,200,0.104,
1416,200,0.090,
1417,200,0.054,
1418,200,0.120,
1419,200,0.759,
1420,200,0.010,
1421,200,0.008,
1422,200,0.008,
1423,200,0.010,
1424,200,0.009,
1425,200,0.030,
1426,200,0.033,
1427,200,0.120,
1428,200,0.024,
1429,200,0.067,
1430,200,0.017,
1431,200,0.046,
1432,200,0.016,
1433,200,0.037,
1434,200,0.113,
1435,200,0.017,
1436,200,0.022,
1437,200,0.017,
1438,200,0.013,
1439,200,0.099,
1440,200,0.044,
1441,200,0.054,
1442,200,0.013,
1443,200,0.019,
1444,200,0.052,
1445,200,0.270,
1446,200,0.013,
1447,200,0.062,
1448,200,0.099,
1449,200,0.011,
1450,200,0.080,
1451,200,0.015,
1452,200,0.019,
1453,200,0.014,
1454,200,0.316,
1455,200,0.018,
1456,200,0.043,
1457,200,0.012,
1458,200,0.027,
1459,200,0.094,
1460,200,0.014,
1461,200,0.013,
1462,200,0.010,
1463,200,0.073,
1464,200,0.095,
1465,200,0.016,
1466,200,0.159,
1467,200,0.111,
1468,200,0.018,
1469,200,0.046,
1470,200,0.015,
1471,200,0.015,
1472,200,0.014,
1473,200,0.151,
1474,200,0.138,
1475,200,0.018,
1476,200,0.013,
1477,200,0.070,
1478,200,0.023,
1479,200,0.113,
1480,200,0.018,
1481,200,0.094,
1482,200,0.093,
1483,200,0.313,
1484,200,0.087,
1485,200,0.020,
1486,200,0.047,
1487,200,0.011,
1488,200,0.057,
1489,200,0.109,
1490,200,0.434,
1491,200,0.122,
1492,200,0.097,
1493,200,0.011,
1494,200,0.048,
1495,200,0.068,
