epoch_ms,endpoint,http_code,total_s,bytes
1786322154501,/api/research/factor-combination,200,0.084,4852
1786322156586,/api/research/factor-lab?all=true,200,0.077,117988
1786322158663,/api/research/factor-combination,200,0.065,4852
1786322160728,/api/research/factor-lab?all=true,200,0.048,117988
1786322162777,/api/research/factor-combination,200,0.043,4852
1786322164820,/api/research/factor-lab?all=true,200,0.085,117988
1786322166905,/api/research/factor-combination,200,0.012,4852
1786322168917,/api/research/factor-lab?all=true,200,0.014,117988
1786322170931,/api/research/factor-combination,200,0.006,4852
1786322172937,/api/research/factor-lab?all=true,200,0.163,117988
1786322175101,/api/research/factor-combination,200,0.007,4852
1786322177108,/api/research/factor-lab?all=true,200,0.011,117988
1786322179119,/api/research/factor-combination,200,0.076,4852
1786322181196,/api/research/factor-lab?all=true,200,0.150,117988
1786322183345,/api/research/factor-combination,200,0.086,4852
1786322185431,/api/research/factor-lab?all=true,200,0.056,117988
1786322187488,/api/research/factor-combination,200,0.102,4852
1786322189590,/api/research/factor-lab?all=true,200,0.100,117988
1786322191690,/api/research/factor-combination,200,0.006,4852
1786322193696,/api/research/factor-lab?all=true,200,0.010,117988
1786322195706,/api/research/factor-combination,200,0.006,4852
1786322197712,/api/research/factor-lab?all=true,200,0.015,117988
1786322199727,/api/research/factor-combination,200,0.009,4852
1786322201736,/api/research/factor-lab?all=true,200,0.486,117988
1786322204222,/api/research/factor-combination,200,0.006,4852
1786322206228,/api/research/factor-lab?all=true,200,0.016,117988
1786322208244,/api/research/factor-combination,200,0.139,4852
1786322210383,/api/research/factor-lab?all=true,200,0.252,117988
1786322212635,/api/research/factor-combination,200,0.143,4852
1786322214778,/api/research/factor-lab?all=true,200,0.144,117988
1786322216922,/api/research/factor-combination,200,0.110,4852
1786322219033,/api/research/factor-lab?all=true,200,0.186,117988
1786322221219,/api/research/factor-combination,200,0.115,4852
1786322223334,/api/research/factor-lab?all=true,200,0.052,117988
1786322225386,/api/research/factor-combination,200,0.087,4852
1786322227474,/api/research/factor-lab?all=true,200,0.033,117988
1786322229514,/api/research/factor-combination,200,0.663,4852
1786322232177,/api/research/factor-lab?all=true,200,0.386,117988
1786322234563,/api/research/factor-combination,200,0.315,4852
1786322236879,/api/research/factor-lab?all=true,200,0.394,117988
1786322239273,/api/research/factor-combination,200,0.075,4852
1786322241349,/api/research/factor-lab?all=true,200,0.269,117988
1786322243617,/api/research/factor-combination,200,0.291,4852
1786322245908,/api/research/factor-lab?all=true,200,0.069,117988
1786322247978,/api/research/factor-combination,200,0.006,4852
1786322249984,/api/research/factor-lab?all=true,200,0.037,117988
1786322252021,/api/research/factor-combination,200,0.010,4852
1786322254031,/api/research/factor-lab?all=true,200,0.013,117988
1786322256045,/api/research/factor-combination,200,0.295,4852
1786322258339,/api/research/factor-lab?all=true,200,0.057,117988
1786322260396,/api/research/factor-combination,200,0.018,4852
1786322262414,/api/research/factor-lab?all=true,200,0.165,117988
1786322264579,/api/research/factor-combination,200,0.104,4852
1786322266683,/api/research/factor-lab?all=true,200,0.027,117988
1786322268711,/api/research/factor-combination,200,0.030,4852
1786322270740,/api/research/factor-lab?all=true,200,0.097,117988
1786322272838,/api/research/factor-combination,200,0.233,4852
1786322275071,/api/research/factor-lab?all=true,200,0.111,117988
1786322277182,/api/research/factor-combination,200,0.079,4852
1786322279261,/api/research/factor-lab?all=true,200,0.049,117988
1786322281311,/api/research/factor-combination,200,0.099,4852
1786322283410,/api/research/factor-lab?all=true,200,0.050,117988
1786322285460,/api/research/factor-combination,200,0.039,4852
1786322287498,/api/research/factor-lab?all=true,200,0.011,117988
1786322289509,/api/research/factor-combination,200,0.061,4852
1786322291570,/api/research/factor-lab?all=true,200,0.009,117988
1786322293579,/api/research/factor-combination,200,0.387,4852
1786322295966,/api/research/factor-lab?all=true,200,0.198,117988
1786322298163,/api/research/factor-combination,200,0.545,4852
1786322300708,/api/research/factor-lab?all=true,200,0.310,117988
1786322303019,/api/research/factor-combination,200,0.497,4852
1786322305516,/api/research/factor-lab?all=true,200,0.017,117988
1786322307533,/api/research/factor-combination,200,0.024,4852
1786322309557,/api/research/factor-lab?all=true,200,0.044,117988
1786322311601,/api/research/factor-combination,200,0.031,4852
1786322313632,/api/research/factor-lab?all=true,200,0.012,117988
1786322315644,/api/research/factor-combination,200,0.123,4852
1786322317767,/api/research/factor-lab?all=true,200,0.116,117988
1786322319884,/api/research/factor-combination,200,0.107,4852
1786322321991,/api/research/factor-lab?all=true,200,0.085,117988
1786322324076,/api/research/factor-combination,200,0.384,4852
1786322326461,/api/research/factor-lab?all=true,200,0.205,117988
1786322328666,/api/research/factor-combination,200,0.136,4852
1786322330802,/api/research/factor-lab?all=true,200,0.941,117988
1786322333743,/api/research/factor-combination,200,0.006,4852
1786322335750,/api/research/factor-lab?all=true,200,0.012,117988
1786322337762,/api/research/factor-combination,200,0.114,4852
1786322339875,/api/research/factor-lab?all=true,200,0.068,117988
1786322341943,/api/research/factor-combination,200,0.105,4852
1786322344049,/api/research/factor-lab?all=true,200,0.134,117988
1786322346183,/api/research/factor-combination,200,0.040,4852
1786322348223,/api/research/factor-lab?all=true,200,0.050,117988
1786322350273,/api/research/factor-combination,200,0.101,4852
1786322352375,/api/research/factor-lab?all=true,200,0.144,117988
1786322354519,/api/research/factor-combination,200,0.055,4852
1786322356575,/api/research/factor-lab?all=true,200,0.079,117988
1786322358654,/api/research/factor-combination,200,0.019,4852
1786322360680,/api/research/factor-lab?all=true,200,0.042,117988
1786322362722,/api/research/factor-combination,200,0.045,4852
1786322364767,/api/research/factor-lab?all=true,200,0.034,117988
1786322366802,/api/research/factor-combination,200,0.043,4852
1786322368845,/api/research/factor-lab?all=true,200,0.045,117988
1786322370890,/api/research/factor-combination,200,0.023,4852
1786322372913,/api/research/factor-lab?all=true,200,0.055,117988
1786322374969,/api/research/factor-combination,200,0.128,4852
1786322377096,/api/research/factor-lab?all=true,200,0.031,117988
1786322379127,/api/research/factor-combination,200,0.034,4852
1786322381161,/api/research/factor-lab?all=true,200,0.011,117988
1786322383172,/api/research/factor-combination,200,0.100,4852
1786322385272,/api/research/factor-lab?all=true,200,0.012,117988
1786322387285,/api/research/factor-combination,200,0.016,4852
1786322389301,/api/research/factor-lab?all=true,200,0.015,117988
1786322391317,/api/research/factor-combination,200,0.017,4852
1786322393334,/api/research/factor-lab?all=true,200,0.067,117988
1786322395402,/api/research/factor-combination,200,0.117,4852
1786322397519,/api/research/factor-lab?all=true,200,0.019,117988
1786322399538,/api/research/factor-combination,200,0.009,4852
1786322401547,/api/research/factor-lab?all=true,200,0.141,117988
1786322403687,/api/research/factor-combination,200,0.009,4852
1786322405696,/api/research/factor-lab?all=true,200,0.014,117988
1786322407710,/api/research/factor-combination,200,0.054,4852
1786322409765,/api/research/factor-lab?all=true,200,0.137,117988
1786322411902,/api/research/factor-combination,200,0.006,4852
1786322413908,/api/research/factor-lab?all=true,200,0.013,117988
1786322415921,/api/research/factor-combination,200,0.006,4852
1786322417927,/api/research/factor-lab?all=true,200,0.021,117988
1786322419947,/api/research/factor-combination,200,0.239,4852
1786322422186,/api/research/factor-lab?all=true,200,0.223,117988
1786322424410,/api/research/factor-combination,200,0.008,4852
1786322426418,/api/research/factor-lab?all=true,200,0.011,117988
1786322428430,/api/research/factor-combination,200,0.007,4852
1786322430437,/api/research/factor-lab?all=true,200,0.011,117988
1786322432448,/api/research/factor-combination,200,0.008,4852
1786322434456,/api/research/factor-lab?all=true,200,0.010,117988
1786322436466,/api/research/factor-combination,200,0.008,4852
1786322438474,/api/research/factor-lab?all=true,200,0.011,117988
1786322440485,/api/research/factor-combination,200,0.009,4852
1786322442494,/api/research/factor-lab?all=true,200,0.016,117988
1786322444511,/api/research/factor-combination,200,0.011,4852
1786322446522,/api/research/factor-lab?all=true,200,0.019,117988
